Orthogroup	AGIS1.0	BSM	CI	GJ	IN	KM	MPE	PP	cultivar_occupancy	reference_present	orthogroup_class	private_cultivar
OG0000451	3	3	3	3	3	3	3	3	7	1	Core	
OG0000452	3	3	3	3	3	3	3	3	7	1	Core	
OG0000453	3	3	3	3	3	3	3	3	7	1	Core	
OG0000454	3	3	3	3	3	3	3	3	7	1	Core	
OG0000455	3	3	3	3	3	3	3	3	7	1	Core	
OG0000456	3	3	3	3	3	3	3	3	7	1	Core	
OG0000457	3	3	3	3	3	3	3	3	7	1	Core	
OG0000458	4	1	4	4	4	2	4	1	7	1	Core	
OG0000459	3	3	3	3	3	3	3	3	7	1	Core	
OG0000460	4	1	4	3	0	4	4	4	6	1	Soft core	
OG0000461	3	3	3	3	3	3	3	3	7	1	Core	
OG0000462	3	3	3	3	3	3	3	3	7	1	Core	
OG0000463	3	3	3	3	3	3	3	3	7	1	Core	
OG0000464	3	3	3	3	3	3	3	3	7	1	Core	
OG0000465	3	3	3	3	3	3	3	3	7	1	Core	
OG0000466	3	3	3	3	3	3	3	3	7	1	Core	
OG0000467	3	3	3	3	3	3	3	3	7	1	Core	
OG0000468	3	3	3	3	3	3	3	3	7	1	Core	
OG0000469	3	3	3	3	3	3	3	3	7	1	Core	
OG0000470	3	3	3	3	3	3	3	3	7	1	Core	
OG0000471	3	3	3	3	3	3	3	3	7	1	Core	
OG0000472	3	3	3	3	3	3	3	3	7	1	Core	
OG0000473	3	3	3	3	3	3	3	3	7	1	Core	
OG0000474	3	3	3	3	3	3	3	3	7	1	Core	
OG0000475	3	3	3	3	3	3	3	3	7	1	Core	
OG0000476	3	3	3	3	3	3	3	3	7	1	Core	
OG0000477	3	3	3	3	3	3	3	3	7	1	Core	
OG0000478	3	3	3	3	3	3	3	3	7	1	Core	
OG0000479	3	3	3	3	2	3	3	4	7	1	Core	
OG0000480	3	3	3	3	3	3	3	3	7	1	Core	
OG0000481	2	3	3	3	4	2	3	4	7	1	Core	
OG0000482	3	3	3	3	3	3	3	3	7	1	Core	
OG0000483	3	3	3	3	3	3	3	3	7	1	Core	
OG0000484	3	4	1	0	4	4	4	4	6	1	Soft core	
OG0000485	3	3	3	3	3	3	3	3	7	1	Core	
OG0000486	3	3	3	3	3	3	3	3	7	1	Core	
OG0000487	3	3	3	3	3	3	3	3	7	1	Core	
OG0000488	3	3	3	3	3	3	3	3	7	1	Core	
OG0000489	3	3	3	3	3	3	3	3	7	1	Core	
OG0000490	3	3	3	3	3	3	3	3	7	1	Core	
OG0000491	3	3	3	3	3	3	3	3	7	1	Core	
OG0000492	3	3	3	3	3	3	3	3	7	1	Core	
OG0000493	3	3	3	3	3	3	3	3	7	1	Core	
OG0000494	3	3	3	3	3	3	3	3	7	1	Core	
OG0000495	3	3	3	3	3	3	3	3	7	1	Core	
OG0000496	3	3	3	3	3	3	3	3	7	1	Core	
OG0000497	3	3	3	3	3	3	3	3	7	1	Core	
OG0000498	3	3	3	3	3	3	3	3	7	1	Core	
OG0000499	3	3	3	3	3	3	3	3	7	1	Core	
OG0000500	3	4	4	2	4	3	2	2	7	1	Core	
OG0000501	3	3	3	3	3	3	3	3	7	1	Core	
OG0000502	2	3	3	3	3	4	3	3	7	1	Core	
OG0000503	3	3	3	3	3	3	3	3	7	1	Core	
OG0000504	3	3	3	3	3	3	3	3	7	1	Core	
OG0000505	3	3	3	3	3	3	3	3	7	1	Core	
OG0000506	2	4	3	3	3	3	3	3	7	1	Core	
OG0000507	3	3	3	3	3	3	3	3	7	1	Core	
OG0000508	0	4	4	2	4	2	4	4	7	0	Core	
OG0000509	0	0	24	0	0	0	0	0	1	0	Private	CI
OG0000510	0	0	0	0	0	24	0	0	1	0	Private	KM
OG0000511	0	0	0	0	0	24	0	0	1	0	Private	KM
OG0000512	3	2	3	3	3	3	3	3	7	1	Core	
OG0000513	2	3	1	3	4	3	2	5	7	1	Core	
OG0000514	5	3	2	4	2	4	1	2	7	1	Core	
OG0000515	4	2	2	3	3	4	2	3	7	1	Core	
OG0000516	2	0	3	6	1	4	2	5	6	1	Soft core	
OG0000517	3	3	2	3	3	3	3	3	7	1	Core	
OG0000518	1	0	0	0	0	0	0	22	1	1	Private	PP
OG0000519	8	6	0	0	0	9	0	0	2	1	Accessory	
OG0000520	3	3	3	3	3	3	2	3	7	1	Core	
OG0000521	4	2	3	3	3	3	3	2	7	1	Core	
OG0000522	3	3	3	3	3	2	3	3	7	1	Core	
OG0000523	3	3	3	3	2	3	3	3	7	1	Core	
OG0000524	9	1	3	3	2	0	3	2	6	1	Soft core	
OG0000525	5	0	1	6	0	5	5	1	5	1	Accessory	
OG0000526	3	3	3	3	3	2	3	3	7	1	Core	
OG0000527	2	3	3	3	3	3	3	3	7	1	Core	
OG0000528	3	3	3	3	3	2	3	3	7	1	Core	
OG0000529	1	0	0	22	0	0	0	0	1	1	Private	GJ
OG0000530	3	2	3	3	3	3	3	3	7	1	Core	
OG0000531	3	3	3	3	3	2	3	3	7	1	Core	
OG0000532	3	2	3	3	3	3	3	3	7	1	Core	
OG0000533	2	4	3	3	4	3	1	3	7	1	Core	
OG0000534	1	3	1	3	6	3	2	4	7	1	Core	
OG0000535	3	3	2	3	3	3	3	3	7	1	Core	
OG0000536	3	3	3	2	3	3	3	3	7	1	Core	
OG0000537	3	3	3	3	2	3	3	3	7	1	Core	
OG0000538	3	3	3	3	3	3	3	2	7	1	Core	
OG0000539	2	4	2	2	0	4	5	4	6	1	Soft core	
OG0000540	2	1	5	4	1	5	1	4	7	1	Core	
OG0000541	4	3	2	3	2	3	3	3	7	1	Core	
OG0000542	0	2	2	3	7	1	3	5	7	0	Core	
OG0000543	0	4	4	3	0	4	4	4	6	0	Soft core	
OG0000544	0	0	5	0	4	4	6	4	5	0	Accessory	
OG0000545	3	3	2	3	3	3	3	2	7	1	Core	
OG0000546	3	3	3	3	1	3	3	3	7	1	Core	
OG0000547	3	3	3	2	3	3	2	3	7	1	Core	
OG0000548	3	3	3	3	3	3	2	2	7	1	Core	
OG0000549	5	5	7	0	5	0	0	0	3	1	Accessory	
OG0000550	3	2	3	3	3	3	3	2	7	1	Core	
OG0000551	3	3	4	2	4	2	2	2	7	1	Core	
OG0000552	2	3	3	1	4	2	3	4	7	1	Core	
OG0000553	8	7	7	0	0	0	0	0	2	1	Accessory	
OG0000554	3	3	3	7	3	1	0	2	6	1	Soft core	
OG0000555	20	0	0	1	0	1	0	0	2	1	Accessory	
OG0000556	3	3	3	3	2	3	3	2	7	1	Core	
OG0000557	3	3	3	3	2	3	3	2	7	1	Core	
OG0000558	2	3	4	3	3	2	3	2	7	1	Core	
OG0000559	3	3	3	3	1	3	3	3	7	1	Core	
OG0000560	2	3	3	3	3	2	3	3	7	1	Core	
OG0000561	2	3	3	2	3	2	3	4	7	1	Core	
OG0000562	6	3	3	1	1	3	1	4	7	1	Core	
OG0000563	2	3	3	3	3	2	3	3	7	1	Core	
OG0000564	3	3	2	3	2	3	3	3	7	1	Core	
OG0000565	2	3	3	3	3	3	3	2	7	1	Core	
OG0000566	3	3	3	2	3	2	3	3	7	1	Core	
OG0000567	4	3	0	2	0	3	5	5	5	1	Accessory	
OG0000568	4	3	4	2	3	3	3	0	6	1	Soft core	
OG0000569	4	3	3	3	4	0	3	2	6	1	Soft core	
OG0000570	1	3	3	3	3	3	3	3	7	1	Core	
OG0000571	2	3	3	3	3	3	3	2	7	1	Core	
OG0000572	3	1	1	4	4	1	5	3	7	1	Core	
OG0000573	3	3	2	3	2	3	3	3	7	1	Core	
OG0000574	3	4	0	3	0	3	5	4	5	1	Accessory	
OG0000575	3	1	1	5	1	5	1	5	7	1	Core	
OG0000576	2	3	3	2	3	3	3	3	7	1	Core	
OG0000577	3	3	3	2	2	3	3	3	7	1	Core	
OG0000578	3	3	3	2	3	3	2	3	7	1	Core	
OG0000579	3	2	4	3	3	3	2	2	7	1	Core	
OG0000580	7	8	0	7	0	0	0	0	2	1	Accessory	
OG0000581	3	3	2	2	3	3	3	3	7	1	Core	
OG0000582	3	3	3	2	3	3	3	2	7	1	Core	
OG0000583	3	3	3	2	3	3	2	3	7	1	Core	
OG0000584	2	3	2	3	3	3	3	3	7	1	Core	
OG0000585	3	3	3	3	2	2	3	3	7	1	Core	
OG0000586	3	3	3	3	3	3	0	4	6	1	Soft core	
OG0000587	3	3	3	3	1	3	3	3	7	1	Core	
OG0000588	0	0	6	5	2	2	6	1	6	0	Soft core	
OG0000589	0	0	4	0	6	4	3	5	5	0	Accessory	
OG0000590	0	0	1	0	0	0	20	1	3	0	Accessory	
OG0000591	0	0	0	0	0	22	0	0	1	0	Private	KM
OG0000592	3	3	3	4	3	1	1	3	7	1	Core	
OG0000593	3	3	3	3	3	3	0	3	6	1	Soft core	
OG0000594	3	3	2	2	3	3	2	3	7	1	Core	
OG0000595	3	3	3	2	3	2	2	3	7	1	Core	
OG0000596	3	2	3	3	3	3	3	1	7	1	Core	
OG0000597	1	1	2	2	4	3	7	1	7	1	Core	
OG0000598	5	3	1	1	2	2	4	3	7	1	Core	
OG0000599	3	3	2	3	3	2	3	2	7	1	Core	
OG0000600	2	3	3	2	3	2	3	3	7	1	Core	
OG0000601	2	3	2	2	4	2	3	3	7	1	Core	
OG0000602	2	3	3	2	3	3	3	2	7	1	Core	
OG0000603	2	3	3	2	3	2	3	3	7	1	Core	
OG0000604	4	3	3	1	3	3	1	3	7	1	Core	
OG0000605	4	4	0	4	4	0	4	1	5	1	Accessory	
OG0000606	3	3	3	3	3	0	3	3	6	1	Soft core	
OG0000607	1	2	3	3	3	3	3	3	7	1	Core	
OG0000608	3	3	0	3	3	3	3	3	6	1	Soft core	
OG0000609	2	3	3	2	3	2	3	3	7	1	Core	
OG0000610	3	4	2	4	4	4	0	0	5	1	Accessory	
OG0000611	2	2	3	3	3	3	2	3	7	1	Core	
OG0000612	1	1	2	2	4	3	4	4	7	1	Core	
OG0000613	3	3	3	3	3	0	3	3	6	1	Soft core	
OG0000614	1	1	3	2	2	7	3	2	7	1	Core	
OG0000615	3	3	2	3	2	4	2	2	7	1	Core	
OG0000616	3	3	3	3	1	3	2	3	7	1	Core	
OG0000617	3	3	3	1	3	3	2	3	7	1	Core	
OG0000618	4	3	4	3	2	0	5	0	5	1	Accessory	
OG0000619	1	5	3	3	1	4	2	2	7	1	Core	
OG0000620	1	3	2	3	3	3	3	3	7	1	Core	
OG0000621	3	2	3	1	3	3	3	3	7	1	Core	
OG0000622	3	3	3	2	3	3	2	2	7	1	Core	
OG0000623	1	2	4	3	6	1	2	2	7	1	Core	
OG0000624	3	3	3	3	3	3	0	3	6	1	Soft core	
OG0000625	2	3	3	2	3	2	3	3	7	1	Core	
OG0000626	3	3	3	3	3	2	1	3	7	1	Core	
OG0000627	2	3	3	3	2	2	3	3	7	1	Core	
OG0000628	3	3	2	3	2	3	3	2	7	1	Core	
OG0000629	3	0	3	3	3	3	3	3	6	1	Soft core	
OG0000630	3	4	4	1	1	2	4	2	7	1	Core	
OG0000631	2	3	1	3	3	3	3	3	7	1	Core	
OG0000632	0	8	0	0	0	0	7	6	3	0	Accessory	
OG0000633	0	1	1	5	1	6	6	1	7	0	Core	
OG0000634	0	3	3	3	0	4	4	4	6	0	Soft core	
OG0000635	0	4	3	2	3	4	3	2	7	0	Core	
OG0000636	0	0	0	7	0	7	7	0	3	0	Accessory	
OG0000637	3	2	2	3	2	3	2	3	7	1	Core	
OG0000638	3	2	3	0	3	3	3	3	6	1	Soft core	
OG0000639	3	3	3	3	0	2	3	3	6	1	Soft core	
OG0000640	3	3	3	2	3	3	3	0	6	1	Soft core	
OG0000641	4	3	0	3	2	4	2	2	6	1	Soft core	
OG0000642	3	3	2	3	2	3	2	2	7	1	Core	
OG0000643	8	1	6	0	0	3	0	2	4	1	Accessory	
OG0000644	5	2	3	1	2	3	3	1	7	1	Core	
OG0000645	4	2	2	3	2	3	2	2	7	1	Core	
OG0000646	3	2	2	3	2	2	3	3	7	1	Core	
OG0000647	2	2	3	2	3	2	3	3	7	1	Core	
OG0000648	3	2	3	3	2	3	2	2	7	1	Core	
OG0000649	2	2	2	4	2	3	2	3	7	1	Core	
OG0000650	3	3	2	3	3	2	2	2	7	1	Core	
OG0000651	3	2	2	3	2	3	2	3	7	1	Core	
OG0000652	4	4	0	4	4	0	0	4	4	1	Accessory	
OG0000653	3	3	2	2	2	2	3	3	7	1	Core	
OG0000654	3	2	3	3	2	3	2	2	7	1	Core	
OG0000655	3	3	0	3	0	6	1	4	5	1	Accessory	
OG0000656	3	1	3	3	3	3	0	4	6	1	Soft core	
OG0000657	3	0	3	3	2	3	3	3	6	1	Soft core	
OG0000658	2	2	2	3	1	1	6	3	7	1	Core	
OG0000659	2	2	3	3	2	3	3	2	7	1	Core	
OG0000660	3	3	2	3	2	3	2	2	7	1	Core	
OG0000661	4	2	2	2	2	3	2	3	7	1	Core	
OG0000662	3	3	3	2	2	2	2	3	7	1	Core	
OG0000663	2	2	3	2	3	2	3	3	7	1	Core	
OG0000664	3	3	3	3	3	1	1	3	7	1	Core	
OG0000665	1	3	1	4	1	4	3	3	7	1	Core	
OG0000666	2	3	2	3	2	2	3	3	7	1	Core	
OG0000667	3	4	3	1	2	3	2	2	7	1	Core	
OG0000668	3	3	3	2	0	3	3	3	6	1	Soft core	
OG0000669	3	3	3	2	3	1	2	3	7	1	Core	
OG0000670	3	3	3	3	3	3	2	0	6	1	Soft core	
OG0000671	3	3	2	2	2	3	3	2	7	1	Core	
OG0000672	2	3	2	2	3	2	3	3	7	1	Core	
OG0000673	3	3	2	3	2	3	2	2	7	1	Core	
OG0000674	2	2	3	2	3	2	3	3	7	1	Core	
OG0000675	3	0	3	3	3	3	3	2	6	1	Soft core	
OG0000676	4	0	0	4	4	4	0	4	4	1	Accessory	
OG0000677	1	3	3	1	3	3	3	3	7	1	Core	
OG0000678	1	3	0	3	3	3	3	4	6	1	Soft core	
OG0000679	3	3	2	1	5	2	3	1	7	1	Core	
OG0000680	2	2	2	3	2	4	2	3	7	1	Core	
OG0000681	2	2	3	3	2	3	3	2	7	1	Core	
OG0000682	2	3	3	2	3	2	2	3	7	1	Core	
OG0000683	3	3	3	3	3	3	1	1	7	1	Core	
OG0000684	4	0	3	4	0	4	3	2	5	1	Accessory	
OG0000685	0	20	0	0	0	0	0	0	1	0	Private	BSM
OG0000686	0	1	0	1	0	18	0	0	3	0	Accessory	
OG0000687	0	4	4	4	0	3	4	1	6	0	Soft core	
OG0000688	0	2	2	1	0	0	15	0	4	0	Accessory	
OG0000689	0	2	0	1	1	5	0	11	5	0	Accessory	
OG0000690	0	5	4	7	0	1	2	1	6	0	Soft core	
OG0000691	0	0	2	15	1	0	1	1	5	0	Accessory	
OG0000692	0	0	16	1	0	0	3	0	3	0	Accessory	
OG0000693	0	0	0	4	4	4	4	4	5	0	Accessory	
OG0000694	0	0	0	0	7	0	7	6	3	0	Accessory	
OG0000695	3	3	1	2	4	1	2	3	7	1	Core	
OG0000696	3	3	3	1	3	3	0	3	6	1	Soft core	
OG0000697	4	2	1	8	1	0	1	2	6	1	Soft core	
OG0000698	1	3	3	2	2	2	3	3	7	1	Core	
OG0000699	3	2	2	3	2	3	2	2	7	1	Core	
OG0000700	2	3	3	2	1	2	3	3	7	1	Core	
OG0000701	3	0	4	3	4	1	4	0	5	1	Accessory	
OG0000702	4	0	0	0	4	5	2	4	4	1	Accessory	
OG0000703	3	2	2	3	2	3	2	2	7	1	Core	
OG0000704	3	0	0	3	3	3	4	3	5	1	Accessory	
OG0000705	1	3	1	4	3	3	3	1	7	1	Core	
OG0000706	2	1	1	5	0	7	3	0	5	1	Accessory	
OG0000707	2	3	3	2	2	3	2	2	7	1	Core	
OG0000708	1	1	4	4	4	3	1	1	7	1	Core	
OG0000709	3	2	3	2	2	3	2	2	7	1	Core	
OG0000710	3	2	3	2	2	2	2	3	7	1	Core	
OG0000711	5	0	3	2	1	3	2	3	6	1	Soft core	
OG0000712	2	3	2	2	2	3	3	2	7	1	Core	
OG0000713	2	3	2	2	2	3	3	2	7	1	Core	
OG0000714	3	3	3	0	3	3	2	2	6	1	Soft core	
OG0000715	2	3	2	1	2	3	3	3	7	1	Core	
OG0000716	3	3	1	3	3	3	0	3	6	1	Soft core	
OG0000717	3	2	2	3	2	3	2	2	7	1	Core	
OG0000718	2	2	3	2	3	2	2	3	7	1	Core	
OG0000719	3	2	2	3	2	3	2	2	7	1	Core	
OG0000720	2	3	2	3	3	2	2	2	7	1	Core	
OG0000721	2	2	0	1	0	10	1	3	5	1	Accessory	
OG0000722	1	0	14	1	1	1	1	0	5	1	Accessory	
OG0000723	0	3	1	4	3	4	2	2	7	0	Core	
OG0000724	0	9	0	0	10	0	0	0	2	0	Accessory	
OG0000725	0	0	0	9	0	10	0	0	2	0	Accessory	
OG0000726	2	2	2	2	2	2	3	3	7	1	Core	
OG0000727	2	2	3	1	3	2	2	3	7	1	Core	
OG0000728	3	3	1	1	3	3	1	3	7	1	Core	
OG0000729	4	4	1	3	2	1	0	3	6	1	Soft core	
OG0000730	1	5	1	4	1	3	2	1	7	1	Core	
OG0000731	17	1	0	0	0	0	0	0	1	1	Private	BSM
OG0000732	2	2	4	2	2	2	2	2	7	1	Core	
OG0000733	3	3	2	1	0	3	3	3	6	1	Soft core	
OG0000734	3	3	2	2	1	3	2	2	7	1	Core	
OG0000735	3	2	2	2	2	2	2	3	7	1	Core	
OG0000736	2	2	3	3	2	2	2	2	7	1	Core	
OG0000737	3	3	2	2	2	2	3	1	7	1	Core	
OG0000738	3	3	3	0	3	3	0	3	5	1	Accessory	
OG0000739	2	2	2	2	3	2	2	3	7	1	Core	
OG0000740	2	0	3	6	1	3	1	2	6	1	Soft core	
OG0000741	2	2	3	3	2	2	2	2	7	1	Core	
OG0000742	3	3	2	1	3	1	2	3	7	1	Core	
OG0000743	3	2	2	3	2	2	2	2	7	1	Core	
OG0000744	8	0	0	0	0	0	0	10	1	1	Private	PP
OG0000745	3	2	2	3	2	2	2	2	7	1	Core	
OG0000746	4	0	1	2	2	4	3	2	6	1	Soft core	
OG0000747	2	2	4	1	3	1	3	2	7	1	Core	
OG0000748	2	2	6	3	1	1	0	3	6	1	Soft core	
OG0000749	2	3	0	3	3	3	2	2	6	1	Soft core	
OG0000750	2	2	3	1	2	1	2	5	7	1	Core	
OG0000751	4	2	1	3	1	3	2	2	7	1	Core	
OG0000752	3	4	0	4	3	2	1	1	6	1	Soft core	
OG0000753	2	2	3	3	2	2	2	2	7	1	Core	
OG0000754	2	2	1	1	4	3	4	1	7	1	Core	
OG0000755	2	1	3	2	2	2	3	3	7	1	Core	
OG0000756	1	3	2	0	3	1	4	4	6	1	Soft core	
OG0000757	3	3	3	2	2	2	1	2	7	1	Core	
OG0000758	3	2	1	2	2	2	4	2	7	1	Core	
OG0000759	3	3	3	0	3	0	3	3	5	1	Accessory	
OG0000760	2	2	2	2	2	2	4	2	7	1	Core	
OG0000761	1	3	4	1	2	2	3	2	7	1	Core	
OG0000762	3	3	2	1	2	3	1	3	7	1	Core	
OG0000763	3	4	3	0	2	0	4	2	5	1	Accessory	
OG0000764	2	1	4	2	2	4	0	3	6	1	Soft core	
OG0000765	1	2	1	3	2	5	3	1	7	1	Core	
OG0000766	2	5	2	3	4	1	0	1	6	1	Soft core	
OG0000767	2	2	2	2	3	2	2	3	7	1	Core	
OG0000768	2	3	3	2	2	2	2	2	7	1	Core	
OG0000769	3	2	1	2	3	3	2	2	7	1	Core	
OG0000770	2	2	2	3	2	3	2	2	7	1	Core	
OG0000771	0	3	0	3	3	3	3	3	6	0	Soft core	
OG0000772	0	0	3	3	3	3	3	3	6	0	Soft core	
OG0000773	0	0	3	3	3	3	3	3	6	0	Soft core	
OG0000774	17	0	0	0	0	0	0	0	0	1	Reference-only	
OG0000775	2	2	2	2	3	2	2	2	7	1	Core	
OG0000776	2	2	2	2	2	2	3	2	7	1	Core	
OG0000777	2	2	2	2	2	2	3	2	7	1	Core	
OG0000778	2	2	2	3	2	2	2	2	7	1	Core	
OG0000779	3	2	3	2	0	0	2	5	5	1	Accessory	
OG0000780	2	2	2	2	2	3	2	2	7	1	Core	
OG0000781	2	2	2	3	2	3	2	1	7	1	Core	
OG0000782	2	2	2	2	3	2	2	2	7	1	Core	
OG0000783	2	3	2	2	2	2	2	2	7	1	Core	
OG0000784	3	2	2	2	2	2	2	2	7	1	Core	
OG0000785	3	3	1	3	2	3	1	1	7	1	Core	
OG0000786	3	3	2	1	2	2	2	2	7	1	Core	
OG0000787	2	2	2	2	2	2	3	2	7	1	Core	
OG0000788	3	2	2	2	2	2	2	2	7	1	Core	
OG0000789	2	3	3	1	3	2	1	2	7	1	Core	
OG0000790	2	2	2	2	3	2	2	2	7	1	Core	
OG0000791	3	2	2	2	2	2	2	2	7	1	Core	
OG0000792	3	2	2	2	2	2	2	2	7	1	Core	
OG0000793	2	1	3	1	2	1	3	4	7	1	Core	
OG0000794	3	2	2	2	2	2	2	2	7	1	Core	
OG0000795	2	2	2	2	3	2	2	2	7	1	Core	
OG0000796	2	2	1	1	4	3	1	3	7	1	Core	
OG0000797	2	2	2	0	4	3	2	2	6	1	Soft core	
OG0000798	2	2	2	3	2	2	2	2	7	1	Core	
OG0000799	3	3	2	0	3	3	0	3	5	1	Accessory	
OG0000800	2	2	3	0	3	3	1	3	6	1	Soft core	
OG0000801	3	2	2	2	2	2	2	2	7	1	Core	
OG0000802	4	2	2	2	2	2	2	1	7	1	Core	
OG0000803	2	3	2	2	2	2	2	2	7	1	Core	
OG0000804	4	4	1	3	1	1	2	1	7	1	Core	
OG0000805	2	2	2	2	2	3	2	2	7	1	Core	
OG0000806	2	2	2	2	3	2	2	2	7	1	Core	
OG0000807	1	4	1	0	3	0	4	4	5	1	Accessory	
OG0000808	2	3	2	2	2	3	2	1	7	1	Core	
OG0000809	1	3	3	0	3	3	3	1	6	1	Soft core	
OG0000810	2	2	2	2	2	3	2	2	7	1	Core	
OG0000811	2	2	1	5	4	3	0	0	5	1	Accessory	
OG0000812	2	2	3	2	2	2	2	2	7	1	Core	
OG0000813	2	3	2	2	2	2	2	2	7	1	Core	
OG0000814	3	0	2	3	3	0	3	3	5	1	Accessory	
OG0000815	2	2	2	3	1	3	2	2	7	1	Core	
OG0000816	3	2	2	3	2	1	2	2	7	1	Core	
OG0000817	2	2	2	2	2	2	3	2	7	1	Core	
OG0000818	2	2	1	2	2	2	3	3	7	1	Core	
OG0000819	3	2	1	2	3	3	2	1	7	1	Core	
OG0000820	2	2	2	3	2	2	2	2	7	1	Core	
OG0000821	3	5	1	2	2	0	0	4	5	1	Accessory	
OG0000822	4	0	1	0	0	4	4	4	4	1	Accessory	
OG0000823	2	2	2	2	2	2	2	3	7	1	Core	
OG0000824	2	3	2	2	2	2	2	2	7	1	Core	
OG0000825	2	3	2	2	2	3	1	2	7	1	Core	
OG0000826	4	5	0	1	2	2	0	3	5	1	Accessory	
OG0000827	2	2	2	2	2	3	2	2	7	1	Core	
OG0000828	2	2	2	3	2	2	2	2	7	1	Core	
OG0000829	2	2	3	2	2	2	3	1	7	1	Core	
OG0000830	2	2	2	2	3	2	2	2	7	1	Core	
OG0000831	2	2	2	2	2	2	2	3	7	1	Core	
OG0000832	2	3	2	0	2	3	2	3	6	1	Soft core	
OG0000833	2	2	2	2	2	2	3	2	7	1	Core	
OG0000834	4	2	1	5	1	1	3	0	6	1	Soft core	
OG0000835	2	3	2	2	2	2	2	2	7	1	Core	
OG0000836	3	2	2	2	3	1	2	2	7	1	Core	
OG0000837	2	2	2	2	3	2	2	2	7	1	Core	
OG0000838	2	3	2	2	2	2	2	2	7	1	Core	
OG0000839	2	2	2	2	2	3	2	2	7	1	Core	
OG0000840	1	1	1	3	3	3	2	3	7	1	Core	
OG0000841	3	0	0	2	3	3	3	3	5	1	Accessory	
OG0000842	2	2	2	3	2	2	2	2	7	1	Core	
OG0000843	1	2	3	2	2	2	1	4	7	1	Core	
OG0000844	2	2	2	2	2	2	3	2	7	1	Core	
OG0000845	2	2	2	2	2	3	2	2	7	1	Core	
OG0000846	2	2	2	3	2	2	2	2	7	1	Core	
OG0000847	2	2	2	2	2	3	2	2	7	1	Core	
OG0000848	2	2	2	2	2	2	3	2	7	1	Core	
OG0000849	3	2	2	2	2	2	2	2	7	1	Core	
OG0000850	2	2	2	2	3	2	2	2	7	1	Core	
OG0000851	2	3	2	2	2	2	2	2	7	1	Core	
OG0000852	2	2	2	2	2	2	3	2	7	1	Core	
OG0000853	2	2	2	2	2	1	4	2	7	1	Core	
OG0000854	2	2	3	2	2	2	2	2	7	1	Core	
OG0000855	2	2	2	2	3	2	2	2	7	1	Core	
OG0000856	2	2	2	3	2	2	2	2	7	1	Core	
OG0000857	2	2	2	3	2	2	2	2	7	1	Core	
OG0000858	2	2	2	3	2	2	2	2	7	1	Core	
OG0000859	3	0	3	3	2	3	3	0	5	1	Accessory	
OG0000860	2	2	4	2	2	1	2	2	7	1	Core	
OG0000861	2	2	2	3	2	2	2	2	7	1	Core	
OG0000862	0	3	2	2	1	4	4	1	7	0	Core	
OG0000863	0	0	2	7	3	2	2	1	6	0	Soft core	
OG0000864	0	0	1	0	0	16	0	0	2	0	Accessory	
OG0000865	0	0	4	2	3	2	3	3	6	0	Soft core	
OG0000866	2	2	2	2	2	2	2	2	7	1	Core	
OG0000867	2	2	2	2	2	2	2	2	7	1	Core	
OG0000868	2	2	2	2	2	2	2	2	7	1	Core	
OG0000869	2	2	2	2	2	2	2	2	7	1	Core	
OG0000870	2	2	2	2	2	2	2	2	7	1	Core	
OG0000871	2	2	2	2	2	2	2	2	7	1	Core	
OG0000872	2	2	2	2	2	2	2	2	7	1	Core	
OG0000873	2	2	2	2	2	2	2	2	7	1	Core	
OG0000874	2	2	2	2	2	2	2	2	7	1	Core	
OG0000875	2	2	2	2	2	2	2	2	7	1	Core	
OG0000876	2	2	2	2	2	2	2	2	7	1	Core	
OG0000877	2	2	2	2	2	2	2	2	7	1	Core	
OG0000878	2	2	2	2	2	2	2	2	7	1	Core	
OG0000879	2	2	2	2	2	2	2	2	7	1	Core	
OG0000880	2	2	2	2	2	2	2	2	7	1	Core	
OG0000881	2	2	2	2	2	2	2	2	7	1	Core	
OG0000882	2	2	2	2	2	2	2	2	7	1	Core	
OG0000883	2	2	2	2	2	2	2	2	7	1	Core	
OG0000884	2	2	2	2	2	2	2	2	7	1	Core	
OG0000885	2	2	2	2	2	2	2	2	7	1	Core	
OG0000886	2	2	2	2	2	2	2	2	7	1	Core	
OG0000887	2	2	2	2	2	2	2	2	7	1	Core	
OG0000888	2	2	2	2	2	2	2	2	7	1	Core	
OG0000889	2	2	2	2	2	2	2	2	7	1	Core	
OG0000890	2	2	2	2	2	2	2	2	7	1	Core	
OG0000891	4	0	4	0	0	4	0	4	3	1	Accessory	
OG0000892	4	3	0	4	0	1	0	4	4	1	Accessory	
OG0000893	2	2	2	1	2	2	2	3	7	1	Core	
OG0000894	2	2	2	2	2	2	2	2	7	1	Core	
OG0000895	2	2	2	2	2	2	2	2	7	1	Core	
OG0000896	2	2	2	2	2	2	2	2	7	1	Core	
OG0000897	2	2	2	2	2	2	2	2	7	1	Core	
OG0000898	2	2	2	2	2	2	2	2	7	1	Core	
OG0000899	2	2	2	2	2	2	2	2	7	1	Core	
OG0000900	2	2	2	2	2	2	2	2	7	1	Core	
OG0000901	2	2	2	2	2	2	2	2	7	1	Core	
OG0000902	2	2	2	2	2	2	2	2	7	1	Core	
OG0000903	2	2	2	2	2	2	2	2	7	1	Core	
OG0000904	2	2	2	2	2	2	2	2	7	1	Core	
OG0000905	2	2	2	2	2	2	2	2	7	1	Core	
OG0000906	2	2	2	2	2	2	2	2	7	1	Core	
