Orthogroup	AGIS1.0	BSM	CI	GJ	IN	KM	MPE	PP	cultivar_occupancy	reference_present	orthogroup_class	private_cultivar
OG0034859	1	0	1	1	0	1	0	0	3	1	Accessory	
OG0034860	1	0	0	1	0	1	1	0	3	1	Accessory	
OG0034861	1	0	0	0	1	1	0	1	3	1	Accessory	
OG0034862	1	1	0	0	0	0	1	1	3	1	Accessory	
OG0034863	1	0	1	1	1	0	0	0	3	1	Accessory	
OG0034864	1	0	1	1	0	0	1	0	3	1	Accessory	
OG0034865	1	0	1	1	0	1	0	0	3	1	Accessory	
OG0034866	1	0	0	0	1	0	2	0	2	1	Accessory	
OG0034867	1	1	1	0	0	1	0	0	3	1	Accessory	
OG0034868	1	0	0	1	1	0	0	1	3	1	Accessory	
OG0034869	1	0	0	1	0	1	1	0	3	1	Accessory	
OG0034870	1	0	1	0	0	1	1	0	3	1	Accessory	
OG0034871	1	0	0	1	0	1	0	1	3	1	Accessory	
OG0034872	1	1	1	1	0	0	0	0	3	1	Accessory	
OG0034873	1	0	1	1	0	1	0	0	3	1	Accessory	
OG0034874	1	0	0	1	0	1	0	1	3	1	Accessory	
OG0034875	1	0	0	1	0	1	0	1	3	1	Accessory	
OG0034876	1	0	1	0	1	0	1	0	3	1	Accessory	
OG0034877	1	1	0	0	1	1	0	0	3	1	Accessory	
OG0034878	1	0	0	1	0	1	1	0	3	1	Accessory	
OG0034879	1	0	1	0	1	1	0	0	3	1	Accessory	
OG0034880	1	1	0	1	0	1	0	0	3	1	Accessory	
OG0034881	1	1	1	1	0	0	0	0	3	1	Accessory	
OG0034882	1	0	0	0	0	1	1	1	3	1	Accessory	
OG0034883	1	1	1	0	1	0	0	0	3	1	Accessory	
OG0034884	1	1	1	0	1	0	0	0	3	1	Accessory	
OG0034885	1	0	1	0	1	1	0	0	3	1	Accessory	
OG0034886	1	0	0	0	1	1	1	0	3	1	Accessory	
OG0034887	1	0	1	0	0	1	0	1	3	1	Accessory	
OG0034888	1	0	1	0	0	0	1	1	3	1	Accessory	
OG0034889	1	0	1	1	0	0	0	1	3	1	Accessory	
OG0034890	1	1	0	0	1	1	0	0	3	1	Accessory	
OG0034891	1	0	1	1	0	1	0	0	3	1	Accessory	
OG0034892	1	1	0	0	1	0	0	1	3	1	Accessory	
OG0034893	1	1	0	0	0	1	0	1	3	1	Accessory	
OG0034894	1	0	1	0	1	1	0	0	3	1	Accessory	
OG0034895	1	0	0	1	0	0	1	1	3	1	Accessory	
OG0034896	1	1	1	0	0	1	0	0	3	1	Accessory	
OG0034897	1	1	0	1	1	0	0	0	3	1	Accessory	
OG0034898	1	1	0	1	0	1	0	0	3	1	Accessory	
OG0034899	1	0	0	1	0	1	1	0	3	1	Accessory	
OG0034900	1	0	0	1	1	0	0	1	3	1	Accessory	
OG0034901	1	0	0	1	1	0	1	0	3	1	Accessory	
OG0034902	1	0	0	1	0	1	1	0	3	1	Accessory	
OG0034903	1	0	0	1	1	1	0	0	3	1	Accessory	
OG0034904	1	0	2	0	0	0	1	0	2	1	Accessory	
OG0034905	2	0	0	0	0	0	0	2	1	1	Private	PP
OG0034906	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0034907	0	1	0	1	0	0	1	1	4	0	Accessory	
OG0034908	0	1	0	1	0	1	0	1	4	0	Accessory	
OG0034909	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0034910	0	2	0	1	0	1	0	0	3	0	Accessory	
OG0034911	0	1	0	1	0	1	1	0	4	0	Accessory	
OG0034912	0	2	0	1	0	1	0	0	3	0	Accessory	
OG0034913	0	1	1	1	0	1	0	0	4	0	Accessory	
OG0034914	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0034915	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0034916	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0034917	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0034918	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0034919	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0034920	0	1	1	0	1	1	0	0	4	0	Accessory	
OG0034921	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0034922	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0034923	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0034924	0	1	1	1	0	0	0	1	4	0	Accessory	
OG0034925	0	1	0	0	1	2	0	0	3	0	Accessory	
OG0034926	0	1	1	1	0	1	0	0	4	0	Accessory	
OG0034927	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0034928	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0034929	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0034930	0	1	1	0	0	0	2	0	3	0	Accessory	
OG0034931	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0034932	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0034933	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0034934	0	1	0	1	0	1	0	1	4	0	Accessory	
OG0034935	0	1	0	0	2	1	0	0	3	0	Accessory	
OG0034936	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0034937	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0034938	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0034939	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0034940	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0034941	0	1	0	1	1	1	0	0	4	0	Accessory	
OG0034942	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0034943	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0034944	0	1	0	1	0	1	1	0	4	0	Accessory	
OG0034945	0	1	0	0	0	1	1	1	4	0	Accessory	
OG0034946	0	2	0	1	0	1	0	0	3	0	Accessory	
OG0034947	0	1	1	0	1	1	0	0	4	0	Accessory	
OG0034948	0	1	1	1	0	0	0	1	4	0	Accessory	
OG0034949	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0034950	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0034951	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0034952	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0034953	0	1	0	0	0	1	1	1	4	0	Accessory	
OG0034954	0	1	1	0	1	1	0	0	4	0	Accessory	
OG0034955	0	1	1	0	1	1	0	0	4	0	Accessory	
OG0034956	0	1	1	0	0	1	1	0	4	0	Accessory	
OG0034957	0	1	0	1	1	0	0	1	4	0	Accessory	
OG0034958	0	1	0	1	1	0	0	1	4	0	Accessory	
OG0034959	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0034960	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0034961	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0034962	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0034963	0	1	0	0	0	1	1	1	4	0	Accessory	
OG0034964	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0034965	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0034966	0	1	1	0	0	1	0	1	4	0	Accessory	
OG0034967	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0034968	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0034969	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0034970	0	1	0	0	1	1	1	0	4	0	Accessory	
OG0034971	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0034972	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0034973	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0034974	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0034975	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0034976	0	1	0	1	1	1	0	0	4	0	Accessory	
OG0034977	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0034978	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0034979	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0034980	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0034981	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0034982	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0034983	0	1	1	1	0	1	0	0	4	0	Accessory	
OG0034984	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0034985	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0034986	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0034987	0	1	0	0	2	0	0	1	3	0	Accessory	
OG0034988	0	1	1	0	1	1	0	0	4	0	Accessory	
OG0034989	0	1	1	0	0	1	1	0	4	0	Accessory	
OG0034990	0	1	0	1	1	0	0	1	4	0	Accessory	
OG0034991	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0034992	0	1	0	1	0	1	0	1	4	0	Accessory	
OG0034993	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0034994	0	1	0	1	0	1	1	0	4	0	Accessory	
OG0034995	0	1	0	1	0	1	1	0	4	0	Accessory	
OG0034996	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0034997	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0034998	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0034999	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035000	0	1	0	0	1	1	0	1	4	0	Accessory	
OG0035001	0	1	0	1	1	1	0	0	4	0	Accessory	
OG0035002	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035003	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035004	0	1	0	1	0	1	1	0	4	0	Accessory	
OG0035005	0	1	1	0	0	1	0	1	4	0	Accessory	
OG0035006	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035007	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035008	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035009	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035010	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035011	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035012	0	1	0	1	0	1	1	0	4	0	Accessory	
OG0035013	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035014	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035015	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035016	0	2	1	0	1	0	0	0	3	0	Accessory	
OG0035017	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035018	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035019	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035020	0	1	0	0	1	1	1	0	4	0	Accessory	
OG0035021	0	1	0	0	1	1	0	1	4	0	Accessory	
OG0035022	0	1	0	1	0	1	0	1	4	0	Accessory	
OG0035023	0	1	0	1	1	1	0	0	4	0	Accessory	
OG0035024	0	2	1	0	0	0	1	0	3	0	Accessory	
OG0035025	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035026	0	1	1	0	0	1	1	0	4	0	Accessory	
OG0035027	0	1	0	0	1	1	1	0	4	0	Accessory	
OG0035028	0	1	1	0	0	1	1	0	4	0	Accessory	
OG0035029	0	1	1	1	0	0	0	1	4	0	Accessory	
OG0035030	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035031	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035032	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035033	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035034	0	1	0	1	0	1	1	0	4	0	Accessory	
OG0035035	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035036	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035037	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035038	0	1	1	1	0	1	0	0	4	0	Accessory	
OG0035039	0	1	0	1	1	1	0	0	4	0	Accessory	
OG0035040	0	1	0	1	0	1	1	0	4	0	Accessory	
OG0035041	0	1	1	1	1	0	0	0	4	0	Accessory	
OG0035042	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035043	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035044	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035045	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035046	0	2	0	0	1	0	1	0	3	0	Accessory	
OG0035047	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035048	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035049	0	1	0	0	1	1	1	0	4	0	Accessory	
OG0035050	0	1	0	0	1	1	0	1	4	0	Accessory	
OG0035051	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035052	0	1	0	0	0	1	1	1	4	0	Accessory	
OG0035053	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035054	0	1	1	0	1	1	0	0	4	0	Accessory	
OG0035055	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035056	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035057	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035058	0	1	0	1	0	0	1	1	4	0	Accessory	
OG0035059	0	1	1	0	0	1	0	1	4	0	Accessory	
OG0035060	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035061	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035062	0	1	1	1	1	0	0	0	4	0	Accessory	
OG0035063	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035064	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035065	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035066	0	1	0	0	0	1	1	1	4	0	Accessory	
OG0035067	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035068	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035069	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035070	0	2	1	0	0	0	0	1	3	0	Accessory	
OG0035071	0	1	0	1	0	1	0	1	4	0	Accessory	
OG0035072	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035073	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035074	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035075	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035076	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035077	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035078	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035079	0	1	0	0	0	1	1	1	4	0	Accessory	
OG0035080	0	1	0	0	1	1	0	1	4	0	Accessory	
OG0035081	0	1	1	1	0	0	0	1	4	0	Accessory	
OG0035082	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035083	0	1	0	1	1	1	0	0	4	0	Accessory	
OG0035084	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035085	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035086	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035087	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035088	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035089	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035090	0	1	1	0	0	1	1	0	4	0	Accessory	
OG0035091	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035092	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035093	0	1	0	1	1	0	1	0	4	0	Accessory	
OG0035094	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035095	0	2	0	0	0	0	0	2	2	0	Accessory	
OG0035096	0	2	1	0	0	0	1	0	3	0	Accessory	
OG0035097	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035098	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035099	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035100	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035101	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035102	0	1	0	1	0	1	0	1	4	0	Accessory	
OG0035103	0	1	0	1	1	0	0	1	4	0	Accessory	
OG0035104	0	1	1	1	0	0	1	0	4	0	Accessory	
OG0035105	0	1	0	0	1	0	2	0	3	0	Accessory	
OG0035106	0	1	0	0	0	1	1	1	4	0	Accessory	
OG0035107	0	1	0	1	1	1	0	0	4	0	Accessory	
OG0035108	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035109	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035110	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035111	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035112	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035113	0	1	1	1	0	1	0	0	4	0	Accessory	
OG0035114	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035115	0	1	0	0	0	1	1	1	4	0	Accessory	
OG0035116	0	1	0	0	0	1	1	1	4	0	Accessory	
OG0035117	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035118	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035119	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035120	0	1	0	1	0	0	1	1	4	0	Accessory	
OG0035121	0	1	1	0	1	1	0	0	4	0	Accessory	
OG0035122	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035123	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035124	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035125	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035126	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035127	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035128	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035129	0	1	0	1	0	1	1	0	4	0	Accessory	
OG0035130	0	1	1	0	0	0	0	2	3	0	Accessory	
OG0035131	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035132	0	1	0	1	0	1	1	0	4	0	Accessory	
OG0035133	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035134	0	1	0	1	0	1	1	0	4	0	Accessory	
OG0035135	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035136	0	1	0	0	1	1	1	0	4	0	Accessory	
OG0035137	0	2	1	0	0	1	0	0	3	0	Accessory	
OG0035138	0	1	0	0	0	1	1	1	4	0	Accessory	
OG0035139	0	1	0	2	0	1	0	0	3	0	Accessory	
OG0035140	0	2	0	0	1	0	0	1	3	0	Accessory	
OG0035141	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035142	0	1	1	1	0	0	0	1	4	0	Accessory	
OG0035143	0	1	1	0	0	1	1	0	4	0	Accessory	
OG0035144	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035145	0	2	0	0	0	0	1	1	3	0	Accessory	
OG0035146	0	1	0	1	1	0	1	0	4	0	Accessory	
OG0035147	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035148	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035149	0	2	0	0	0	0	0	2	2	0	Accessory	
OG0035150	0	2	0	1	0	0	0	1	3	0	Accessory	
OG0035151	0	1	0	1	1	1	0	0	4	0	Accessory	
OG0035152	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035153	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035154	0	1	0	1	1	1	0	0	4	0	Accessory	
OG0035155	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035156	0	1	1	0	1	1	0	0	4	0	Accessory	
OG0035157	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035158	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035159	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035160	0	1	0	0	1	1	1	0	4	0	Accessory	
OG0035161	0	1	0	0	1	1	1	0	4	0	Accessory	
OG0035162	0	1	1	1	0	1	0	0	4	0	Accessory	
OG0035163	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035164	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035165	0	1	0	1	2	0	0	0	3	0	Accessory	
OG0035166	0	1	1	0	0	1	1	0	4	0	Accessory	
OG0035167	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035168	0	1	1	1	0	1	0	0	4	0	Accessory	
OG0035169	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035170	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035171	0	1	1	1	1	0	0	0	4	0	Accessory	
OG0035172	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035173	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035174	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035175	0	1	1	1	0	1	0	0	4	0	Accessory	
OG0035176	0	1	1	0	0	1	0	1	4	0	Accessory	
OG0035177	0	1	0	0	1	1	0	1	4	0	Accessory	
OG0035178	0	1	1	1	0	0	0	1	4	0	Accessory	
OG0035179	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035180	0	1	0	0	1	1	1	0	4	0	Accessory	
OG0035181	0	1	1	0	0	1	1	0	4	0	Accessory	
OG0035182	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035183	0	1	0	1	1	0	0	1	4	0	Accessory	
OG0035184	0	1	1	1	0	0	0	1	4	0	Accessory	
OG0035185	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035186	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035187	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035188	0	2	0	0	0	0	1	1	3	0	Accessory	
OG0035189	0	1	0	0	1	1	1	0	4	0	Accessory	
OG0035190	0	2	2	0	0	0	0	0	2	0	Accessory	
OG0035191	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035192	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035193	0	2	0	1	0	0	0	1	3	0	Accessory	
OG0035194	0	1	0	1	0	1	1	0	4	0	Accessory	
OG0035195	0	1	1	1	1	0	0	0	4	0	Accessory	
OG0035196	0	1	0	0	0	1	1	1	4	0	Accessory	
OG0035197	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035198	0	2	1	1	0	0	0	0	3	0	Accessory	
OG0035199	0	1	0	1	0	0	1	1	4	0	Accessory	
OG0035200	0	1	1	0	0	1	0	1	4	0	Accessory	
OG0035201	0	1	1	1	0	1	0	0	4	0	Accessory	
OG0035202	0	1	1	0	0	1	0	1	4	0	Accessory	
OG0035203	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035204	0	1	0	1	1	0	0	1	4	0	Accessory	
OG0035205	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035206	0	1	0	0	0	0	1	2	3	0	Accessory	
OG0035207	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035208	0	1	0	1	0	1	1	0	4	0	Accessory	
OG0035209	0	2	0	0	0	0	0	2	2	0	Accessory	
OG0035210	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035211	0	1	1	1	0	0	1	0	4	0	Accessory	
OG0035212	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035213	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035214	0	1	1	0	1	1	0	0	4	0	Accessory	
OG0035215	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035216	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035217	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035218	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035219	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035220	0	1	1	0	0	1	0	1	4	0	Accessory	
OG0035221	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035222	0	1	0	1	0	0	1	1	4	0	Accessory	
OG0035223	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035224	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035225	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035226	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035227	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035228	0	1	0	1	0	1	0	1	4	0	Accessory	
OG0035229	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035230	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035231	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035232	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035233	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035234	0	1	0	1	1	1	0	0	4	0	Accessory	
OG0035235	0	1	1	0	1	1	0	0	4	0	Accessory	
OG0035236	0	1	1	0	1	1	0	0	4	0	Accessory	
OG0035237	0	1	0	1	1	1	0	0	4	0	Accessory	
OG0035238	0	1	1	1	1	0	0	0	4	0	Accessory	
OG0035239	0	1	0	1	0	1	0	1	4	0	Accessory	
OG0035240	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035241	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035242	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035243	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035244	0	1	0	0	1	1	0	1	4	0	Accessory	
OG0035245	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035246	0	1	1	0	0	1	1	0	4	0	Accessory	
OG0035247	0	1	1	0	1	1	0	0	4	0	Accessory	
OG0035248	0	1	2	0	1	0	0	0	3	0	Accessory	
OG0035249	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035250	0	1	0	0	1	1	1	0	4	0	Accessory	
OG0035251	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035252	0	1	1	1	0	0	0	1	4	0	Accessory	
OG0035253	0	1	1	2	0	0	0	0	3	0	Accessory	
OG0035254	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035255	0	1	0	0	1	1	0	1	4	0	Accessory	
OG0035256	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035257	0	1	1	1	0	1	0	0	4	0	Accessory	
OG0035258	0	1	0	0	0	1	1	1	4	0	Accessory	
OG0035259	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035260	0	1	0	0	0	1	0	2	3	0	Accessory	
OG0035261	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035262	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035263	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035264	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035265	0	1	1	0	1	1	0	0	4	0	Accessory	
OG0035266	0	1	1	0	0	1	0	1	4	0	Accessory	
OG0035267	0	1	0	0	1	1	0	1	4	0	Accessory	
OG0035268	0	1	0	1	1	0	1	0	4	0	Accessory	
OG0035269	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035270	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035271	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035272	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035273	0	1	0	0	0	1	1	1	4	0	Accessory	
OG0035274	0	1	0	0	1	1	1	0	4	0	Accessory	
OG0035275	0	2	0	0	0	0	1	1	3	0	Accessory	
OG0035276	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035277	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035278	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035279	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035280	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035281	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035282	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035283	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035284	0	1	1	0	0	1	0	1	4	0	Accessory	
OG0035285	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035286	0	1	1	1	0	1	0	0	4	0	Accessory	
OG0035287	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035288	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035289	0	1	1	0	2	0	0	0	3	0	Accessory	
OG0035290	0	1	1	1	0	0	0	1	4	0	Accessory	
OG0035291	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035292	0	1	1	0	1	1	0	0	4	0	Accessory	
OG0035293	0	1	0	0	1	0	1	1	4	0	Accessory	
